Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
1648,VIESL,VISION INFRA EQUIPMENT SOLUTIONS LIMITED,45273.74989189189
1649,SEJALLTD,SEJAL GLASS LIMITED,45184.91572580646
1650,JETAIRWAYS,JET AIRWAYS (INDIA) LIMITED,44937.37706275825
1651,NAMOEWASTE,NAMO EWASTE MANAGEMENT LIMITED,44884.71950809211
1652,PRATHAM,PRATHAM EPC PROJECTS LIMITED,44760.76761904762
1653,RUBFILA,RUBFILA INTERNATIONAL LIMITED,44721.87064893939
1654,SHREERAMA,SHREE RAMA MULTI-TECH LIMITED,44418.68169895237
1655,KOTARISUG,KOTHARI SUGARS AND CHEMICALS LIMITED,44276.77697542857
1656,AFIL,AKME FINTRADE (INDIA) LIMITED,44197.57889300397
1657,APOLSINHOT,APOLLO SINDOORI HOTELS LIMITED,44096.252042857144
1658,KRISHCA,KRISHCA STRAPPING SOLUTIONS LIMITED,44009.6553968254
1659,EMMIL,ENERGY MISSION MACHINERIES (INDIA) LIMITED,43828.79067857142
1660,KRITIKA,KRITIKA WIRES LIMITED,43800.94666666667
1661,PRITIKAUTO,PRITIKA AUTO INDUSTRIES LIMITED,43768.33816277381
1662,SAKHTISUG,SAKTHI SUGARS LIMITED,43677.492353182526
1663,MAWANASUG,MAWANA SUGARS LIMITED,43664.75825231745
1664,CGRAPHICS,CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,43584.50368253968
1665,SHERA,SHERA ENERGY LIMITED,43509.10365946429
1666,AIRAN,AIRAN LIMITED,43439.985
1667,BEWLTD,BEW ENGINEERING LIMITED,43337.615125138895
1668,HITECHCORP,HITECH CORPORATION LIMITED,43206.263977460316
1669,PODDARMENT,PODDAR PIGMENTS LIMITED,42829.03333333333
1670,TBI,TBI CORN LIMITED,42664.61369079365
1671,NIPPOBATRY,INDO-NATIONAL LIMITED,42406.07142857143
1672,DYNAMIC,DYNAMIC SERVICES & SECURITY LIMITED,42253.66682114285
1673,NDGL,NAGA DHUNSERI GROUP LIMITED,42217.78571428571
1674,SAAKSHI,SAAKSHI MEDTECH AND PANELS LIMITED,42204.56609523809
1675,MANORG,MANGALAM ORGANICS LIMITED,42144.011903968254
1676,OBSCP,OBSC PERFECTION LIMITED,41945.81755813953
1677,PASUPTAC,PASUPATI ACRYLON LIMITED,41602.10608048413
1678,S&SPOWER,S&S POWER SWITCHGEARS LIMITED,41573.498663730155
1679,ATLANTAA,ATLANTAA LIMITED,41553.486507936504
1680,PROZONER,PROZONE REALTY LIMITED,41425.74817796031
1681,KATARIA,KATARIA INDUSTRIES LIMITED,41420.41779972727
1682,MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,41405.78406730159
1683,DJML,DJ MEDIAPRINT & LOGISTICS LIMITED,41395.93229103175
1684,AVPINFRA,AVP INFRACON LIMITED,41132.713371428574
1685,CINELINE,CINELINE INDIA LIMITED,41104.518469369046
1686,DCMNVL,DCM NOUVELLE LIMITED,40943.00440376189
1687,MANOMAY,MANOMAY TEX INDIA LIMITED,40919.21820401985
1688,SCPL,SHEETAL COOL PRODUCTS LIMITED,40884
1689,BRNL,BHARAT ROAD NETWORK LIMITED,40739.80234126984
1690,PONNIERODE,PONNI SUGARS (ERODE) LIMITED,40627.354446476194
1691,ABAN,ABAN OFFSHORE LIMITED,40538.37623661905
1692,EMAMIREAL,EMAMI REALTY LIMITED     ,40521.23093857266
1693,NEPHROCARE,NEPHRO CARE INDIA LIMITED,40516.882045901635
1694,EXXARO,EXXARO TILES LIMITED,40396.143962436516
1695,ABINFRA,A B INFRABUILD LIMITED,40394.44553798413
1696,CHAVDA,CHAVDA INFRA LIMITED,40367.64463492064
1697,NATHBIOGEN,NATH BIO-GENES (INDIA) LIMITED,40320.77171746032
1698,TCL,THAAI CASTING LIMITED,40318.01346031746
1699,RUCHIRA,RUCHIRA PAPERS LIMITED,40168.506084563494
1700,MANAKSTEEL,MANAKSIA STEELS LIMITED,40161.6063418254
1701,TIRUPATIFL,TIRUPATI FORGE LIMITED,40105.511492063495
1702,UCAL,UCAL LIMITED,39961.02277311507
1703,UNIVPHOTO,UNIVERSUS PHOTO IMAGINGS LIMITED,39786.431332793654
1704,OSIAHYPER,OSIA HYPER RETAIL LIMITED,39668.666817301586
1705,SINTERCOM,SINTERCOM INDIA LIMITED,39663.0690740992
1706,LAL,LORENZINI APPARELS LIMITED,39651.89386344445
1707,ESSENTIA,INTEGRA ESSENTIA LIMITED,39297.79102685715
1708,TRU,TRUCAP FINANCE LIMITED,39280.78641982142
1709,SIGMA,SIGMA SOLVE LIMITED,38731.1998339603
1710,SAHYADRI,SAHYADRI INDUSTRIES LIMITED,38584.6649952381
1711,MEDICO,MEDICO REMEDIES LIMITED,38480.998006349204
1712,GLOBALVECT,GLOBAL VECTRA HELICORP LIMITED,38478.9
1713,SUMIT,SUMIT WOODS LIMITED,38476.29670778572
1714,IVC,IL&FS INVESTMENT MANAGERS LIMITED,38471.75220568255
1715,BAHETI,BAHETI RECYCLING INDUSTRIES LIMITED,38341.548446269844
1716,JAYSREETEA,JAYSHREE TEA & INDUSTRIES LIMITED,38314.60524112698
1717,WINSOL,WINSOL ENGINEERS LIMITED,38183.34298412698
1718,PURVFLEXI,PURV FLEXIPACK LIMITED,38080.94350896825
1719,SHIVAUM,SHIV AUM STEELS LIMITED,38052.13819523809
1720,GLOBAL,GLOBAL EDUCATION LIMITED,37980.97834452381
1721,INFINIUM,INFINIUM PHARMACHEM LIMITED,37969.30507952381
1722,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LIMITED,37753.98761904762
1723,ARIES,ARIES AGRO LIMITED,37704.8940265516
1724,SMSLIFE,SMS LIFESCIENCES INDIA LIMITED,37618.60417778176
1725,IEML,INDIAN EMULSIFIERS LIMITED,37599.919951285716
1726,ASIANHOTNR,ASIAN HOTELS (NORTH) LIMITED,37517.404814992056
1727,SKP,SKP BEARING INDUSTRIES LIMITED,37132.4873015873
1728,TRIGYN,TRIGYN TECHNOLOGIES LIMITED,36920.79565610713
1729,VIPCLOTHNG,VIP CLOTHING LIMITED,36825.39468193256
1730,BYKE,THE BYKE HOSPITALITY LIMITED,36760.256475
1731,MWL,MANGALAM WORLDWIDE LIMITED,36638.71624417458
1732,NDLVENTURE,NDL VENTURES LIMITED,36630.90218624603
1733,MKPL,M K PROTEINS LIMITED,36599.66374285714
1734,SUNDRMBRAK,SUNDARAM BRAKE LININGS LIMITED,36475.696125019844
1735,AVONMORE,AVONMORE CAPITAL & MANAGEMENT SERVICES  LIMITED,36442.73842863492
1736,GULFPETRO,GP PETROLEUMS LIMITED,36406.89584157937
1737,PLAZACABLE,PLAZA WIRES LIMITED,36344.19144107142
1738,MAHEPC,MAHINDRA EPC IRRIGATION LIMITED,36338.325382329356
1739,SYSTANGO,SYSTANGO TECHNOLOGIES LIMITED,36246.779428571426
1740,VARDMNPOLY,VARDHMAN POLYTEX LIMITED,36220.07528928969
1741,BASML,BANNARI AMMAN SPINNING MILLS LIMITED,36169.721956293644
1742,KARNIKA,KARNIKA INDUSTRIES LIMITED,36125.59881944444
1743,PARIN,PARIN ENTERPRISES LIMITED,36015.8345
1744,SHREYANIND,SHREYANS INDUSTRIES LIMITED,35959.65888888889
1745,PELATRO,PELATRO LIMITED,35834.64508552239
1746,UMAEXPORTS,UMA EXPORTS LIMITED,35833.50932469049
1747,RNFI,RNFI SERVICES LIMITED,35795.33054407477
1748,STARPAPER,STAR PAPER MILLS LIMITED,35662.28015706349
1749,CCHHL,COUNTRY CLUB HOSPITALITY & HOLIDAYS LIMITED,35631.2904785754
1750,LORDSCHLO,LORDS CHLORO ALKALI LIMITED,35567.639307519836
1751,GPECO,GP ECO SOLUTIONS INDIA LIMITED,35543.5792
1752,DRCSYSTEMS,DRC SYSTEMS INDIA LIMITED,35522.11954638889
1753,ETML,EMERALD TYRE MANUFACTURERS LIMITED,35452.49551630769
1754,RHL,ROBUST HOTELS LIMITED,35411.732856253955
1755,GOYALSALT,GOYAL SALT LIMITED,35367.981657777775
1756,BGRENERGY,BGR ENERGY SYSTEMS LIMITED,35344.3311904603
1757,GOLDTECH,AION-TECH SOLUTIONS LIMITED,35314.492200980145
1758,RAMAPHO,RAMA PHOSPHATES LIMITED,35202.96423184522
1759,REPL,RUDRABHISHEK ENTERPRISES LIMITED,35191.15325
1760,SOUTHWEST,SOUTH WEST PINNACLE EXPLORATION LIMITED,35033.83268952381
1761,SHYAMCENT,SHYAM CENTURY FERROUS LIMITED,35018.81521696033
1762,COASTCORP,COASTAL CORPORATION LIMITED,34946.61533485713
1763,NEWJAISA,NEWJAISA TECHNOLOGIES LIMITED,34920.44456344445
1764,TREJHARA,TREJHARA SOLUTIONS LIMITED,34596.266751150804
1765,KMSUGAR,K.M.SUGAR MILLS LIMITED,34499.18755793649
1766,RVHL,RAVINDER HEIGHTS LIMITED,34270.96839878176
1767,BROOKS,BROOKS LABORATORIES LIMITED,34029.04163223017
1768,KCEIL,KAY CEE ENERGY & INFRA LIMITED,33907.32603174603
1769,SPECTSTM,SPECTRUM TALENT MANAGEMENT LIMITED,33844.031859206356
1770,REFRACTORY,REFRACTORY SHAPES LIMITED,33827.37142857143
1771,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED,33688.670990857136
1772,ABCOTS,A B COTSPIN INDIA LIMITED,33662.60051904762
1773,RANASUG,RANA SUGARS LIMITED,33642.93110607936
1774,INFOLLION,INFOLLION RESEARCH SERVICES LIMITED,33613.515819492066
1775,OSELDEVICE,OSEL DEVICES LIMITED,33591.10524179105
1776,INTENTECH,INTENSE TECHNOLOGIES LIMITED,33509.22783949208
1777,MURUDCERA,MURUDESHWAR CERAMICS LIMITED,33335.3071718889
1778,MCLEODRUSS,MCLEOD RUSSEL INDIA LIMITED,33284.40545087303
1779,USK,UDAYSHIVAKUMAR INFRA LIMITED,33251.84897494443
1780,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,33213.22232142857
1781,VISASTEEL,VISA STEEL LIMITED,33208.71807375
1782,ZODIACLOTH,ZODIAC CLOTHING COMPANY LIMITED,33207.282916551594
1783,SHRADHA,SHRADHA INFRAPROJECTS LIMITED,33176.081547075395
1784,VISHWARAJ,VISHWARAJ SUGAR INDUSTRIES LIMITED,33143.00895428571
1785,A2ZINFRA,A2Z INFRA ENGINEERING LIMITED,32923.65056574998
1786,RANEENGINE,RANE ENGINE VALVE LIMITED,32769.2103345635
1787,PILITA,PIL ITALICA LIFESTYLE LIMITED,32755.26984126984
1788,EFACTOR,E FACTOR EXPERIENCES LIMITED,32573.2116450873
1789,ROCKINGDCE,ROCKINGDEALS CIRCULAR ECONOMY LIMITED,32472.038146825395
1790,ODIGMA,ODIGMA CONSULTANCY SOLUTIONS LIMITED,32423.428386538464
1791,FRESHARA,FRESHARA AGRO EXPORTS LIMITED,32220.46831304348
1792,RAJTV,RAJ TELEVISION NETWORK LIMITED,32129.99262294842
1793,DEVIT,DEV INFORMATION TECHNOLOGY LIMITED,32120.57741034525
1794,SVLL,SHREE VASU LOGISTICS LIMITED,32072.34322857143
1795,MARALOVER,MARAL OVERSEAS LIMITED,32063.777
1796,TECHERA,TECHERA ENGINEERING (INDIA) LIMITED,31803.457712049178
1797,NECCLTD,NORTH EASTERN CARRYING CORPORATION LIMITED,31714.05325009523
1798,RUCHINFRA,RUCHI INFRASTRUCTURE LIMITED,31608.308013599195
1799,INDOWIND,INDOWIND ENERGY LIMITED,31453.469117507942
1800,VIRINCHI,VIRINCHI LIMITED,31328.431846888896
1801,SURANAT&P,SURANA TELECOM AND POWER LIMITED,31283.29756934525
1802,FELIX,FELIX INDUSTRIES LIMITED,31211.46552234127
1803,RAJMET,RAJNANDINI METAL LIMITED,30498.37714285714
1804,K2INFRA,K2 INFRAGEN LIMITED,30468.86486772224
1805,SDREAMS,S D RETAIL LIMITED,30447.572769796872
1806,POSITRON,POSITRON ENERGY LIMITED,30376.155182608694
1807,PAR,PAR DRUGS AND CHEMICALS LIMITED,30336.982402182537
1808,LAKSHYA,LAKSHYA POWERTECH LIMITED,30257.874717446808
1809,AARON,AARON INDUSTRIES LIMITED,30111.26865301587
1810,MEGASTAR,MEGASTAR FOODS LIMITED,29966.773619761905
1811,LANCORHOL,LANCOR HOLDINGS LIMITED,29928.527197888903
1812,MODIRUBBER,MODI RUBBER LIMITED,29746.482647202367
1813,PROPEQUITY,P. E. ANALYTICS LIMITED,29669.96973285713
1814,SURANI,SURANI STEEL TUBES LIMITED,29594.303621031748
1815,KCK,KCK INDUSTRIES LIMITED,29574.776027817465
1816,MAGNUM,MAGNUM VENTURES LIMITED,29563.048229626995
1817,NURECA,NURECA LIMITED,29538.969303849204
1818,KBCGLOBAL,KBC GLOBAL LIMITED,29515.528125563498
1819,ZEELEARN,ZEE LEARN LIMITED,29440.39776415079
1820,NIRMAN,NIRMAN AGRI GENETICS LIMITED,29333.906581773812
1821,RAMANEWS,SHREE RAMA NEWSPRINT LIMITED,29281.132975380955
1822,PPAP,PPAP AUTOMOTIVE LIMITED,29277.162664206342
1823,GOLDKART,GOLDKART JEWELS LIMITED,29124.71372301587
1824,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LIMITED,29113.08308888889
1825,RPPL,RAJSHREE POLYPACK LIMITED,29042.856076190477
1826,CRAYONS,CRAYONS ADVERTISING LIMITED,28748.778055555555
1827,GOLDSTAR,GOLDSTAR POWER LIMITED,28741.323214285712
1828,TTL,T T LIMITED,28631.00061837302
1829,THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,28553.298125777786
1830,IEL,INDIABULLS ENTERPRISES LIMITED,28407.83956242461
1831,PRLIND,PREMIER ROADLINES LIMITED,28349.83045319444
1832,CROWN,CROWN LIFTERS LIMITED,28349.000072515875
1833,VETO,VETO SWITCHGEARS AND CABLES LIMITED,28334.87149708334
1834,RKEC,RKEC PROJECTS LIMITED,28226.426032380954
1835,MANCREDIT,MANGAL CREDIT AND FINCORP LIMITED,28033.06903731915
1836,AURDIS,AURANGABAD DISTILLERY LIMITED,27983.842261904763
1837,COMSYN,COMMERCIAL SYN BAGS LIMITED,27950.115206666665
1838,CORDSCABLE,CORDS CABLE INDUSTRIES LIMITED,27685.825843746028
1839,NOIDATOLL,NOIDA TOLL BRIDGE COMPANY LIMITED,27607.842260896832
1840,TAKE,TAKE SOLUTIONS LIMITED,27561.39568730159
1841,OMAXAUTO,OMAX AUTOS LIMITED,27526.020576317467
1842,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LIMITED,27398.217330170628
1843,USHAFIN,USHA FINANCIAL SERVICES LIMITED,27255.01287814634
1844,ANLON,ANLON TECHNOLOGY SOLUTIONS LIMITED,27212.901372222223
1845,STARTECK,STARTECK FINANCE LIMITED,27179.748579047617
1846,ALPHAGEO,ALPHAGEO (INDIA) LIMITED,26912.381721976202
1847,PARAGON,PARAGON FINE AND SPECIALITY CHEMICAL LIMITED,26769.08314285714
1848,SHIVATEX,SHIVA TEXYARN LIMITED,26753.259830940475
1849,DTIL,DHUNSERI TEA & INDUSTRIES LIMITED,26714.01569100794
1850,DELPHIFX,DELPHI WORLD MONEY LIMITED,26707.474731198417
1851,ROXHITECH,ROX HI TECH LIMITED,26662.616690674604
1852,JEYYAM,JEYYAM GLOBAL FOODS LIMITED,26571.085851717955
1853,AKANKSHA,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,26535.569436190475
1854,OCCL,ORIENTAL CARBON & CHEMICALS LIMITED,26529.55352827779
1855,DUCON,DUCON INFRATECHNOLOGIES LIMITED,26438.31815577778
1856,SONAMLTD,SONAM LIMITED,26371.3024
1857,GINNIFILA,GINNI FILAMENTS LIMITED,26354.728929222223
1858,AHLEAST,ASIAN HOTELS (EAST) LIMITED,26153.786264952396
1859,SADHAV,SADHAV SHIPPING LIMITED,26060.823088341273
1860,UNITEDPOLY,UNITED POLYFAB GUJARAT LIMITED,25970.443876706348
1861,INDTERRAIN,INDIAN TERRAIN FASHIONS LIMITED,25942.132034313487
1862,TUNWAL,TUNWAL E-MOTORS LIMITED,25906.31404432433
1863,KANPRPLA,KANPUR PLASTIPACK LIMITED,25800.441262031756
1864,INVENTURE,INVENTURE GROWTH & SECURITIES LIMITED,25664
1865,IPHL,INDIAN PHOSPHATE LIMITED,25616.0253572561
1866,AKSHARCHEM,AKSHARCHEM INDIA LIMITED,25560.428451444444
1867,VR,V R INFRASPACE LIMITED,25523.480952380953
1868,INNOMET,INNOMET ADVANCED MATERIALS LIMITED,25478.402700169016
1869,PIGL,POWER & INSTRUMENTATION (GUJARAT) LIMITED,25384.86788555555
1870,CANARYS,CANARYS AUTOMATIONS LIMITED,25337.83315968254
1871,CMNL,CHAMAN METALLICS LIMITED,25310.184470523818
1872,NITIRAJ,NITIRAJ ENGINEERS LIMITED,25308.36033571429
1873,HINDCON,HINDCON CHEMICALS LIMITED,25305.76044892857
1874,SMARTLINK,SMARTLINK HOLDINGS LIMITED,25267.5775
1875,DIGIKORE,DIGIKORE STUDIOS LIMITED,25240.555517460318
1876,MADHUSUDAN,MADHUSUDAN MASALA LIMITED,25125.01123015873
1877,PRAXIS,PRAXIS HOME RETAIL LIMITED,25050.9908838254
1878,MASON,MASON INFRATECH LIMITED,24996.60232142857
1879,KONSTELEC,KONSTELEC ENGINEERS LIMITED,24928.961507936507
1880,EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED,24858.6315740873
1881,PANSARI,PANSARI DEVELOPERS LIMITED,24853.825093333337
1882,DGCONTENT,DIGICONTENT LIMITED,24801.826375519842
1883,ZEAL,ZEAL GLOBAL SERVICES LIMITED,24800.395200436506
1884,GENCON,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,24745.479110484117
1885,PRAENG,PRAJAY ENGINEERS SYNDICATE LIMITED,24668.629174170634
1886,AERON,AERON COMPOSITE LIMITED,24620.060370370367
1887,UNIVASTU,UNIVASTU INDIA LIMITED,24523.30955904762
1888,LOYALTEX,LOYAL TEXTILE MILLS LIMITED,24492.92758589682
1889,ARHAM,ARHAM TECHNOLOGIES LIMITED,24448.32571428571
1890,PANACHE,PANACHE DIGILIFE LIMITED,24339.885619047618
1891,SUPERHOUSE,SUPERHOUSE LIMITED,24245.82125
1892,RBS,RAMDEVBABA SOLVENT LIMITED,24238.584322023813
1893,SMLT,SARTHAK METALS LIMITED,24196.1768
1894,GRCL,GAYATRI RUBBERS AND CHEMICALS LIMITED,24177.632246031746
1895,TIPSFILMS,TIPS FILMS LIMITED,24046.739547357163
1896,COMPUSOFT,COMPUCOM SOFTWARE LIMITED,24016.943670912697
1897,JMA,JULLUNDUR MOTOR AGENCY (DELHI) LIMITED,23860.363226519836
1898,SADBHIN,SADBHAV INFRASTRUCTURE PROJECT LIMITED,23819.090460083342
1899,ARCHIDPLY,ARCHIDPLY INDUSTRIES LIMITED,23794.86457142857
1900,ONDOOR,ON DOOR CONCEPTS LIMITED,23789.017362380964
1901,DCG,DCG CABLES & WIRES LIMITED,23648.064533333334
1902,ANIKINDS,ANIK INDUSTRIES LIMITED,23629.251900674597
1903,BSL,BSL LIMITED,23619.63520578176
1904,ISFT,INTRASOFT TECHNOLOGIES LIMITED,23605.975594563493
1905,UMANGDAIRY,UMANG DAIRIES LIMITED,23413.62258285714
1906,AGARWALTUF,AGARWAL TOUGHENED GLASS INDIA LIMITED,23398.224633333335
1907,LLOYDS,LLOYDS LUXURIES LIMITED,23373.39698834127
1908,NIRAJ,NIRAJ CEMENT STRUCTURALS LIMITED,23256.961812142858
1909,MAHAPEXLTD,MAHA RASHTRA APEX CORPORATION LIMITED,23223.96392738095
1910,SONAMAC,SONA MACHINERY LIMITED,23176.078238095237
1911,OSWALSEEDS,SHREEOSWAL SEEDS AND CHEMICALS LIMITED,23084.922738095236
1912,SAH,SAH POLYMERS LIMITED,23070.509288888887
1913,RAJSREESUG,RAJSHREE SUGARS & CHEMICALS LIMITED,23045.025030023793
1914,OILCOUNTUB,OIL COUNTRY TUBULAR LIMITED,23003.48977607937
1915,YASHOPTICS,YASH OPTICS & LENS LIMITED,22957.41637142857
1916,ALPA,ALPA LABORATORIES LIMITED,22937.54368111111
1917,ENSER,ENSER COMMUNICATIONS LIMITED,22935.133282273808
1918,TAINWALCHM,TAINWALA CHEMICAL AND PLASTIC (I) LIMITED,22899.83974949999
1919,SURANASOL,SURANA SOLAR LIMITED,22868.14250428571
1920,EMMBI,EMMBI INDUSTRIES LIMITED,22858.007261309525
1921,DPEL,DIVINE POWER ENERGY LIMITED,22853.767499679998
1922,SECL,SALASAR EXTERIORS AND CONTOUR LIMITED,22832.88186452381
1923,AARTECH,AARTECH SOLONICS LIMITED,22703.858025623013
1924,SHREEOSFM,SHREE OSFM E-MOBILITY LIMITED,22691.032738888887
1925,ASPINWALL,ASPINWALL AND COMPANY LIMITED,22552.255060349213
1926,SHAH,SHAH METACORP LIMITED,22537.875962579365
1927,UNITEDTEA,THE UNITED NILGIRI TEA ESTATES COMPANY LIMITED,22494.52030438888
1928,AMJLAND,AMJ LAND HOLDINGS LIMITED,22421.72857142857
1929,TROM,TROM INDUSTRIES LIMITED,22421.37129841346
1930,LAGNAM,LAGNAM SPINTEX LIMITED,22415.67868888889
1931,MAXPOSURE,MAXPOSURE LIMITED,22390.540837936507
1932,UNIHEALTH,UNIHEALTH HOSPITALS LIMITED,22321.069316476187
1933,ESPRIT,ESPRIT STONES LIMITED,22068.987972815532
1934,ENVIRO,ENVIROTECH SYSTEMS LIMITED,22061.843805970148
1935,DELAPLEX,DELAPLEX LIMITED,21992.479920634923
1936,IVP,IVP LIMITED,21973.345187587303
1937,CORALFINAC,CORAL INDIA FINANCE & HOUSING LIMITED,21934.677871607142
1938,SIGIND,SIGNET INDUSTRIES LIMITED,21862.018842857142
1939,KLL,KAUSHALYA LOGISTICS LIMITED,21845.399365079364
1940,CAPTRUST,CAPITAL TRUST LIMITED,21570.761558484133
1941,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,21435.352463333333
1942,HINDNATGLS,HINDUSTHAN NATIONAL GLASS & INDUSTRIES LIMITED,21376.309833718315
1943,GRETEX,GRETEX INDUSTRIES LIMITED,21272.230276507937
1944,SSFL,SRIVARI SPICES AND FOODS LIMITED,21271.92552063492
1945,GTL,GTL LIMITED,21131.948656333338
1946,INDBANK,INDBANK MERCHANT BANKING SERVICES LIMITED,21111.308493492066
1947,SHIGAN,SHIGAN QUANTUM TECHNOLOGIES LIMITED,21075.50514166667
1948,WORTH,WORTH PERIPHERALS LIMITED,21042.56095079365
1949,INM,INTERIORS & MORE LIMITED,21024.924535714286
1950,LOVABLE,LOVABLE LINGERIE LIMITED,21024.057777777776
1951,QMSMEDI,QMS MEDICAL ALLIED SERVICES LIMITED,20999.108333333334
1952,SOMICONVEY,SOMI CONVEYOR BELTINGS LIMITED,20984.597062138888
1953,AARVI,AARVI ENCON LIMITED,20939.29493333333
1954,GILLANDERS,GILLANDERS ARBUTHNOT & COMPANY LIMITED,20936.84142603572
1955,TEXMOPIPES,TEXMO PIPES AND PRODUCTS LIMITED,20923.70894047619
1956,GVPTECH,GVP INFOTECH LIMITED,20516.941193547627
1957,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LIMITED,20505.73251998412
1958,URBAN,URBAN ENVIRO WASTE MANAGEMENT LIMITED,20467.806904761906
1959,SALSTEEL,S.A.L. STEEL LIMITED,20460.520831111113
1960,MODTHREAD,MODERN THREADS (INDIA) LIMITED,20454.8595093016
1961,BEACON,BEACON TRUSTEESHIP LIMITED,20415.00047178175
1962,WEIZMANIND,WEIZMANN LIMITED,20396.59724621429
1963,IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS LIMITED,20392.910880150794
1964,PURPLEUTED,PURPLE UNITED SALES LIMITED,20341.811088888888
1965,RAJPUTANA,RAJPUTANA BIODIESEL LIMITED,20334.903525
1966,DENEERS,DE NEERS TOOLS LIMITED,20203.66060952381
1967,GSS,GSS INFOTECH LIMITED,20032.88251231746
1968,BAGFILMS,B.A.G FILMS AND MEDIA LIMITED,20032.003916333335
1969,CENTEXT,CENTURY EXTRUSIONS LIMITED,19975.04761904762
1970,BALPHARMA,BAL PHARMA LIMITED,19971.783571829365
1971,DHRUV,DHRUV CONSULTANCY SERVICES LIMITED,19877.892478551596
1972,PRITIKA,PRITIKA ENGINEERING COMPONENTS LIMITED,19841.56829142857
1973,KALYANIFRG,KALYANI FORGE LIMITED,19837.6963968254
1974,ARVEE,ARVEE LABORATORIES (INDIA) LIMITED,19820.143444444446
1975,SATECH,S A TECH SOFTWARE INDIA LIMITED,19805.613422033988
1976,KHFM,KHFM HOSPITALITY AND FACILITY MANAGEMENT SERVICES LIMITED,19769.618719749993
1977,MANAKALUCO,MANAKSIA ALUMINIUM COMPANY LIMITED,19682.527783690475
1978,JHS,JHS SVENDGAARD LABORATORIES LIMITED,19679.27652989285
1979,PRITI,PRITI INTERNATIONAL LIMITED,19630.303577630955
1980,QUESTLAB,QUEST LABORATORIES LIMITED,19589.0768
1981,MHLXMIRU,MAHALAXMI RUBTECH LIMITED,19542.83161095238
1982,MAITREYA,MAITREYA MEDICARE LIMITED,19490.65311111111
1983,FLEXITUFF,FLEXITUFF VENTURES INTERNATIONAL LIMITED,19475.262513269852
1984,BAFNAPH,BAFNA PHARMACEUTICALS LIMITED,19444.09925481745
1985,HDIL,HOUSING DEVELOPMENT AND INFRASTRUCTURE LIMITED,19442.243039409095
1986,AIROLAM,AIRO LAM LIMITED,19405.63469206349
1987,MAHESHWARI,MAHESHWARI LOGISTICS LIMITED,19394.481403809525
1988,NAMAN,NAMAN IN-STORE (INDIA) LIMITED,19316.83424079365
1989,RAJINDLTD,RAJPUTANA INDUSTRIES LIMITED,19197.059257425743
1990,VITAL,VITAL CHEMTECH LIMITED,19182.835175
1991,KREBSBIO,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,19165.88935844445
1992,VAISHALI,VAISHALI PHARMA LIMITED,19161.460983333334
1993,FIDEL,FIDEL SOFTECH LIMITED,18941.942057142856
1994,BAIDFIN,BAID FINSERV LIMITED,18857.584145714285
1995,XELPMOC,XELPMOC DESIGN AND TECH LIMITED,18754.166990222227
1996,DUCOL,DUCOL ORGANICS AND COLOURS LIMITED,18710.902857142857
1997,MANGALAM,MANGALAM DRUGS AND ORGANICS LIMITED,18562.76627351191
1998,SYLVANPLY,SYLVAN PLYBOARD (INDIA) LIMITED,18495.96618361111
1999,MDL,MARVEL DECOR LIMITED,18468.530964603175
2000,KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIMITED,18452.76729180158
2001,GANGESSECU,GANGES SECURITIES LIMITED,18441.368255083325
2002,HILTON,HILTON METAL FORGING LIMITED,18357.344285714284
2003,USASEEDS,UPSURGE SEEDS OF AGRICULTURE LIMITED,18333.236026984127
2004,MUKTAARTS,MUKTA ARTS LIMITED,18329.449254285715
2005,RHFL,RELIANCE HOME FINANCE LIMITED,18325.613665611654
2006,DCM,DCM  LIMITED,18246.129938369046
2007,JOCIL,JOCIL LIMITED,18144.732186944446
2008,LAMBODHARA,LAMBODHARA TEXTILES LIMITED,18075.31657904762
2009,SIL,STANDARD INDUSTRIES LIMITED,18057.695340575396
2010,ATAM,ATAM VALVES LIMITED,18050.64053809524
2011,SELMC,SEL MANUFACTURING COMPANY LIMITED,18007.552365238094
2012,SUNLITE,SUNLITE RECYCLING INDUSTRIES LIMITED,17999.304347826088
2013,RULKA,RULKA ELECTRICALS LIMITED,17985.301704761907
2014,PRIZOR,PRIZOR VIZTECH LIMITED,17971.864514437504
2015,SIKKO,SIKKO INDUSTRIES LIMITED,17936.229333333333
